entry_id,chap_id,"trans_english","trans_french","trans_russian","trans_spanish","trans_portugese","concept_eng"
460,7,"candle","bougie, cierge, chandelle","свеча","vela","vela",NULL
450,7,"lamp, torch","lampe","лампа, фонарь","lámpara, antorcha","candeeiro, tocha",NULL
440,7,"table","table","стол","mesa","mesa",NULL
430,7,"chair","chaise, siège","стул","silla","cadeira",NULL
422,7,"blanket","couverture","одеяло","frazada, cobija","cobertor",NULL
421,7,"pillow","oreiller","подушка","almohada","almofada, travesseiro",NULL
420,7,"bed","lit","кровать","cama","cama",NULL
370,7,"ladder","échelle","лестница (приставная)","escalera","escada",NULL
330,7,"chimney","cheminée","дымоход","chimenea","chaminé",NULL
320,7,"stove","poêle","печь","estufa","fogão",NULL
310,7,"fireplace","foyer","камин","fogón","lareira",NULL
270,7,"wall","mûr","стена","pared, muro","parede",NULL
260,7,"floor","plancher, sol","пол","suelo","chão, soalho",NULL
250,7,"window","fenêtre","окно","ventana","janela",NULL
240,7,"key","clef","ключ","llave","chave",NULL
231,7,"latch, door-bolt","verrou","запор, засов","cerrojo","trinco",NULL
230,7,"lock (noun)","serrure, cadenas","замок","cerradura, candado","fechadura, cadeado",NULL
221,7,"doorpost, jamb","pied-droit, montant de porte","дверной косяк","jamba de puerta, larguero","umbral, ombreira da porta",NULL
210,7,"room","piéce","комната","cuarto, pieza","quarto, peça",NULL
220,7,"door, gate","porte","дверь, ворота","puerta","porta, portão",NULL
180,7,"meeting house","maison de réunion","дом для собраний","casa de reunión","casa de reunião",NULL
170,7,"cookhouse","cuisine","кухня (помещение)","cocina (lugar)","cozinha",NULL
160,7,"men's house","maison réservée aux hommes","дом для мужчин","casa de hombres","casa de homens",NULL
150,7,"yard, court","cour","двор","cancha, patio","quintal, pátio",NULL
140,7,"tent","tente","палатка","toldo","tenda, barraca",NULL
131,7,"garden-house","abri de jardin, cabane","дачный домик","casa de huerta, granja","casa de jardim",NULL
130,7,"hut","hutte","хижина","cabaña, choza","cabana",NULL
120,7,"house","maison","дом","casa","casa",NULL
110,7,"dwell, live","habiter, demeurer","проживать, жить","habitar, vivir","morar, residir",NULL
960,6,"mirror","miroir, glace","зеркало","espejo","espelho",NULL
950,6,"soap","savon","мыло","jabón","sabão",NULL
940,6,"ointment","pommade, onguent","мазь","ungüento","ungüento",NULL
930,6,"razor","rasoir","бритва","navaja de afeitar","navalha de barba",NULL
921,6,"braid","tresser","коса","trenzar","trança",NULL
920,6,"brush","brosse","расческа","cepillo","escova",NULL
910,6,"comb","peigne","грбень","peine","pente",NULL
820,6,"towel","serviette","полотенце","toalla","toalha",NULL
810,6,"handkerchief, rag","mouchoir, chiffon","носовой платок","pañuelo, trapo","lenço, trapo",NULL
790,6,"tattoo","tatouage","татуировка","tatuaje","tatuagem",NULL
780,6,"headband, headdress","couronne, bandeau","повязка на голову, головной убор","cinta (para la cabeza), tocado","fita para cabeça",NULL
770,6,"earring","boucle d'oreille","сережка","arete, aro, pendiente","brinco",NULL
760,6,"bead","graine","бусина","chaquira, abalorio","contas, miçanga",NULL
750,6,"necklace","collier","ожерелье, бусы","collar","colar",NULL
740,6,"bracelet","bracelet","браслет","brazalete, pulsera","bracelete, pulseira",NULL
730,6,"ring (for finger)","bague, anneau","кольцо","anillo, sortija","anel",NULL
720,6,"jewel","bijou, joyau","драгоценный камень, ювелирное изделие","joya","jóia",NULL
710,6,"ornament, adornment","ornement","орнамент, украшение","adorno, ornato","adorno, enfeite",NULL
630,6,"pin","épingle","булавка","alfiler","alfinete",NULL
620,6,"button","bouton","пуговица","botón","botão",NULL
610,6,"pocket","poche","карман","bolsillo","bolso",NULL
590,6,"veil","voile","вуаль","velo","véu",NULL
580,6,"glove","gant","перчатка","guante","luva",NULL
570,6,"belt, girdle","ceinture, gaine","ремень","cinturón, faja","cinto",NULL
550,6,"hat, cap","chapeau, casquette","шляпа","sombrero, gorro","chapéu, gorro, boina",NULL
540,6,"shoemaker, cobbler","cordonnier","сапожник","zapatero","sapateiro",NULL
510,6,"shoe","chaussure, soulier","туфель","zapato","sapato",NULL
520,6,"boot","botte","ботинок","bota","bota",NULL
490,6,"stocking, sock","bas, chaussette","чулок, носок","media, calcetín","meia, peúga",NULL
480,6,"trousers","pantalon","штаны, брюки","pantalones, calzones","calças",NULL
461,6,"grass-skirt","jupe en rafia","юбка из листьев","falda de hierbas","saia de palha/capin",NULL
460,6,"skirt","jupe","юбка","falda","saia",NULL
450,6,"collar","col","воротник","cuello","colarinho",NULL
440,6,"shirt","chemise","рубашка","camisa","camisa",NULL
430,6,"coat","manteau, pardessus","пальто","abrigo, saco","casaco",NULL
420,6,"woman's dress","robe de femme","женское платье","vestido","vestido",NULL
411,6,"poncho","poncho","пончо","poncho, ruana","poncho, capa",NULL
390,6,"dye","teindre","краска","teñir","corante, tingir",NULL
410,6,"cloak","cape","плащ","capa","capa, manto",NULL
380,6,"thread","fil","нитка","hilo","linha, fio",NULL
360,6,"needle","aiguille","игла","aguja","agulha",NULL
370,6,"awl","alène","шило","punzón","sovela",NULL
350,6,"sew","coudre","шить","coser","costurar",NULL
340,6,"loom","métier à tisser","ткацкий станок","telar","tear",NULL
330,6,"weave","tisser","плести","tejer","tecer",NULL
320,6,"spindle","fuseau","веретено","huso","fuso",NULL
310,6,"spin","filer","прясть","hilar","fiar",NULL
290,6,"leather","cuir","кожа","cuero, piel","couro",NULL
280,6,"fur","fourrure","мех","piel (de animal)","pele",NULL
270,6,"felt","feutre","фетр, войлок","fieltro","feltro",NULL
250,6,"silk","soie","шелк","seda","seda",NULL
240,6,"cotton","coton","хлопок (хлопчатобумажная ткань)","algodón","algodão",NULL
230,6,"linen, flax","lin","лен (льняная ткань)","lino","linho",NULL
220,6,"wool","laine","шерсть (шерстяная ткань)","lana","lã",NULL
210,6,"cloth","étoffe, tissu","ткань, сукно","tela","tecido, pano",NULL
130,6,"tailor","tailleur","портной","sastre","alfaiate",NULL
120,6,"clothing, clothes","habit, vêtement","одежда","ropa","roupa",NULL
110,6,"put on (clothes)","porter, mettre (vêtement)","одевать","vestirse","vestir",NULL
971,5,"egg yolk","jaune d'oeuf","желток","yema (de huevo)","gema (de ovo)",NULL
970,5,"egg","oeuf","яйцо","huevo","ovo",NULL
940,5,"fermented drink","boisson fermentée","брага","bebida fermentada","bebida fermentada",NULL
930,5,"beer","bière","пиво","cerveza","cerveja",NULL
920,5,"wine","vin","вино","vino","vinho",NULL
910,5,"mead","hydromel","мед (напиток)","aguamiel","mulso, hidromel",NULL
900,5,"beverage, drink","boisson","напиток","bebida","bebida",NULL
890,5,"butter","beurre","сливочное масло","mantequilla, manteca","manteiga",NULL
880,5,"cheese","fromage","сыр","queso","queijo",NULL
870,5,"milk (vb)","traire","доить","ordeñar","ordenhar",NULL
850,5,"sugar","sucre","сахар","azúcar","açúcar",NULL
860,5,"milk (noun)","lait","молоко","leche","leite",NULL
840,5,"honey","miel","мед","miel","mel",NULL
821,5,"chili pepper","piment","острый перец","ají","malagueta",NULL
820,5,"pepper","poivre","перец","pimienta","pimenta",NULL
810,5,"salt","sel","соль","sal","sal",NULL
791,5,"grease, fat","graisse, le gras","жир, сало","grasa","gordura",NULL
790,5,"oil","huile","растительное масло","aceite","azeite, óleo",NULL
780,5,"olive","olive","олива, маслина","aceituna, oliva","azeitona",NULL
760,5,"grape","raisin","виноград","uva","uva",NULL
770,5,"nut","noix","орех","nuez","noz",NULL
750,5,"fig","figue","инжир, винная ягода, фига","higo","figo",NULL
712,5,"bunch","botte","гроздь, пучок","racimo","ramo, cacho",NULL
710,5,"fruit","fruit","фрукт","fruta","fruta",NULL
700,5,"potato","pomme de terre","картофель","papa","batata",NULL
660,5,"bean","haba, haricot","боб","frijol, poroto","feijão",NULL
650,5,"vegetables","légumes","овощи","legumbres","legumes, verduras",NULL
640,5,"soup, broth","soupe, potage","суп","sopa","sopa, caldo",NULL
630,5,"sausage","saucisse","колбаса, сосиска","salchicha","linguiça, chouriço",NULL
610,5,"meat","viande","мясо","carne","carne",NULL
590,5,"pestle","pilon","пестик","mano de mortero","mão de pilão, almofariz",NULL
580,5,"mortar","mortier","ступка, ступа","mortero","morteiro",NULL
570,5,"mill","moulin","мельница","molino","moinho",NULL
560,5,"crush, grind","écraser, broyer","давить, дробить","aplastar, moler","esmagar, moer",NULL
550,5,"meal, flour","farine","мука","harina","farinha",NULL
540,5,"knead","pétrir","месить (тесто)","amasar","amassar",NULL
530,5,"dough","pâte","тесто","masa","massa",NULL
510,5,"bread","pain","хлеб","pan","pão",NULL
490,5,"stir, mix","mêler, mélanger","мешать, помешивать, смешивать","mezclar, mixturar","misturar, mexer",NULL
480,5,"scrape","gratter, râper","скрести, тереть","raspar, rallar","raspar",NULL
470,5,"sieve, strain","passer","просеивать, процеживать","cribar, colar, cerner","peneira, coador, coar",NULL
460,5,"peel","peler, éplucher","чистить, отчищать (овощи, фрукты)","pelar","descascar",NULL
450,5,"supper","souper, repas du soir","ужин","cena","jantar, ceia",NULL
440,5,"dinner","dîner","обед","comida","jantar",NULL
430,5,"lunch","déjeuner, repas de midi","второй завтрак","almuerzo","almoço",NULL
420,5,"breakfast","petit déjeuner","завтрак","desayuno","café da manhã, pequeno-almoço",NULL
410,5,"meal (a)","repas","еда, принятие пищи","comida","refeição",NULL
391,5,"tongs","pinces","щипцы","tenazas","pinça",NULL
390,5,"fork","fourchette","вилка","tenedor","garfo",NULL
380,5,"knife","couteau (de table)","нож","cuchillo (para cortar comida)","faca",NULL
370,5,"spoon","cuiller","ложка","cuchara","colher",NULL
360,5,"saucer","soucoupe","блюдце","platillo","pires",NULL
350,5,"cup, drinking vessel","tasse, coupe","чашка, кубок","taza, copa","xícara, chávena, copo",NULL
330,5,"bowl","bol","чаша","tazón","bacia, tigela",NULL
340,5,"pitcher, jug","cruche, broc","кувшин","cántaro, jarro","cântaro",NULL
320,5,"plate","assiette","тарелка","plato","prato",NULL
310,5,"dish","plat","блюдо, тарелка","plato, fuente","prato",NULL
280,5,"pan","casserole","кастрюля","cacerola, cazuela","panela",NULL
260,5,"pot, cooking vessel","casserole, marmite","горшок, котелок","olla","panela",NULL
270,5,"kettle","bouilloire","чайник","caldera","chaleira",NULL
240,5,"bake","cuire au four","печь (испечь)","hornear","cozer no forno",NULL
250,5,"oven","four","печь (духовка)","horno","forno",NULL
230,5,"roast, fry","rôtir, frire","жарить","asar, freír","assar, fritar, frigir",NULL
220,5,"boil (vb)","bouillir","кипятить","hervir","ferver",NULL
210,5,"cook","cuire","варить","cocinar","cozinhar",NULL
190,5,"choke","étouffer","душить, вызывать удушье","sofocar","sufocar",NULL
181,5,"swallow","avaler","глотать","tragar","tragar, engolir",NULL
180,5,"chew","mastiquer, macher","жевать","masticar","mastigar, mascar",NULL
160,5,"suck","sucer","сосать, впитывать","chupar","chupar, sugar",NULL
150,5,"thirst","soif","жажда","sed","sede",NULL
141,5,"famine","famine, disette","голод, голодание","hambre","fome",NULL
140,5,"hunger","faim","голод","hambre","estar com fome",NULL
130,5,"drink","boire","пить","beber","beber, tomar",NULL
125,5,"rotten","pourri","гнилой","podrido","podre",NULL
124,5,"green, unripe","vert","зеленый, неспелый, незрелый","inmaduro, no maduro, verde","verde, imaturo",NULL
123,5,"ripe","mûr","зрелый, спелый","maduro","maduro",NULL
122,5,"raw","cru","сырой","crudo","cru",NULL
121,5,"cooked","cuit","варёный","cocido, cocinado","cozinhado, cozido",NULL
120,5,"food","nourriture","пища","comida","alimento",NULL
110,5,"eat","manger","есть, кушать","comer","comer",NULL
990,4,"naked, bare","nu","голый, обнаженный","desnudo","despido, nu",NULL
970,4,"blind","aveugle","слепой","ciego","cego",NULL
980,4,"intoxicated","ivre","пьяный","ebrio","embriagado",NULL
960,4,"mute","muet","немой","mudo","mudo",NULL
950,4,"deaf","sourd","глухой","sordo","surdo",NULL
930,4,"bald","chauve","лысый","calvo","calvo",NULL
940,4,"lame","boiteux","хромать","lisiado","coxo",NULL
920,4,"lazy","paresseux","ленивый","perezoso","preguiçoso",NULL
912,4,"rest","se reposer","отдыхать","descansar","descansar",NULL
910,4,"tired, weary","fatigué","усталый, утомленный","cansado","cansado, estafado",NULL
890,4,"poison","poison","яд","veneno","veneno",NULL
880,4,"medicine, drug","remède, médecine","лекарство, средство","medicina, remedio","medicamento, remédio",NULL
870,4,"physician","médecin","доктор, медик","doctor, médico","médico",NULL
860,4,"cure, heal","guérir","лечить, исцелять","sanar, curar","sarar, curar",NULL
858,4,"scar","cicatrice","шрам, рубец","cicatriz","cicatriz",NULL
857,4,"pus","pus","гной","pus","pus",NULL
856,4,"boil (noun)","furoncle","нарыв, фурункул","furúnculo, forúnculo","furúnculo",NULL
855,4,"blister","ampoule","волдырь, водяной пузырь","ampolla","empola, bolha",NULL
854,4,"itch","démangeaison","зуд","comezón","comichão, coceira",NULL
853,4,"swelling","bosse, enflure","опухоль","hinchazón","inchação",NULL
852,4,"bruise","contusion, bleu","ушиб","cardenal, magulladura","ferimento",NULL
850,4,"wound, sore","blessure, plaie","рана, язва","herida, llaga","ferida, chaga",NULL
843,4,"cold (catarrh)","rhume","простуда","catarro","resfriado, gripe",NULL
842,4,"goiter","goître","зоб","bocio, coto","papo, papeira",NULL
841,4,"fever","fièvre","жар, лихорадить","fiebre","febre",NULL
840,4,"sick, sickness","malade, maladie","больной, болезнь","enfermo, enfermedad","doente, doença",NULL
830,4,"well, health","santé, en bonne santé","здоровый, здоровье","sano, salud","bem, saúde, são",NULL
820,4,"weak","faible","слабый, хилый","débil","débil, fraco",NULL
810,4,"strong, mighty, powerful","fort, puissant","сильный, могущественный","fuerte, poderoso","forte, poderoso",NULL
790,4,"grave, tomb","tombe, tombeau","могила","sepulcro","túmulo, sepultura",NULL
780,4,"bury (the dead)","enterrer","хоронить","sepultar","enterrar",NULL
770,4,"corpse","cadavre","труп","cadáver","cadáver",NULL
760,4,"kill","tuer","убивать","matar","matar",NULL
751,4,"drowned","noyé","утонувший, утопленник","ahogado","afogado",NULL
750,4,"die, dead","mourir, mort","умереть, скончаться, мертвый","morir, muerto","morrer, morto",NULL
740,4,"live, living, life","vivre, vivant, vie","жить, живой, жизнь","vivir, vivo, vida","viver, vivo/a, vida",NULL
732,4,"conceive","concevoir","зачать, забеременнеть","concebir","conceber",NULL
730,4,"pregnant","enceinte","беременная","embarazada (mujer), preñada (hembra)","grávida (mulher), prenhe (fêmea)",NULL
720,4,"born (to be)","né, naître","родиться","nacer","nascer",NULL
710,4,"beget (of father)","engendrer","порождать, рождать (об отце)","engendrar","gerar, emprenhar",NULL
690,4,"bathe","se baigner","купаться","bañar(se)","tomar banho",NULL
680,4,"shiver","frissonner","дрожать","temblar","tiritar, tremer",NULL
670,4,"have sexual intercourse","faire l'amour","вступать в половой контакт","tener relaciones sexuales","ter relações sexuais",NULL
660,4,"defecate","déféquer","испражняться","defecar, excremento (noun)","defecar",NULL
650,4,"urinate","uriner","мочиться","orinar","urinar",NULL
640,4,"break wind","péter, pedo","освободиться от газов","ventosear, flato","peido",NULL
630,4,"wake up","se réveiller, s'eveiller","просыпаться","despertarse","acordar",NULL
620,4,"dream","rêver","видеть сон, мечтать","soñar","sonhar",NULL
612,4,"snore","ronfler","храпеть","roncar","roncar, ressonar",NULL
610,4,"sleep","dormir","спать","dormir","dormir",NULL
591,4,"dribble","baver","пускать слюну","gotear, babear","babar",NULL
590,4,"lick","lécher","лизать","lamer","lamber",NULL
580,4,"bite","mordre","кусать","morder","morder",NULL
570,4,"vomit","vomir","страдать рвотой","vomitar","vomitar",NULL
560,4,"spit","cracher","плевать(ся), плевок","escupir (saliva [noun])","cuspir",NULL
550,4,"perspire","transpirer, suer","потеть","sudar","suar, transpirar",NULL
540,4,"sneeze","éternuer","чихать","estornudar","espirrar",NULL
530,4,"cough","tousser","кашлять","toser","tossir",NULL
521,4,"hiccough","hoqueter","икать","tener hipo","soluço",NULL
520,4,"yawn, gape","bailler","зевать","bostezar","bocejar",NULL
510,4,"breathe, breath","respirer, haleine","дышать, дыхание","respirar, aliento","respirar, respiração",NULL
492,4,"penis","pénis","пенис","pene","pênis",NULL
490,4,"testicle","testicule","тестикул (мужское яичко)","testículo","testículo",NULL
470,4,"womb","matrice, utérus","матка, лоно","matriz, vientre","útero, ventre",NULL
464,4,"buttocks","fesses, derrière","ягодицы","nalgas, trasero","nádegas",NULL
463,4,"hip","hanche","бедро, ляжка","cadera","quadril, anca, cadeira",NULL
462,4,"waist","taille","талия","cintura","cintura",NULL
461,4,"intestines, guts","intestins, boyaux","кишечник","intestinos","intestinos, tripas",NULL
460,4,"stomach","estomac, (malau) ventre","желудок","estómago","estômago, barriga",NULL
452,4,"spleen","rate","селезенка","bazo","baço",NULL
451,4,"kidney","rein","почка","riñón","rim",NULL
450,4,"liver","foie","печень","hígado","fígado",NULL
441,4,"lung","poumon","легкое","pulmón","pulmão",NULL
440,4,"heart","coeur","сердце","corazón","coração",NULL
430,4,"navel","nombril","пуп","ombligo","umbigo",NULL
420,4,"udder","pis, mamelle","вымя","ubre","úbere",NULL
412,4,"nipple, teat","mamelon, téton","сосок","pezón","mamilo, teta",NULL
410,4,"breast (of woman)","sein, poitrine","грудь (женская)","seno","seio, mama",NULL
400,4,"chest","poitrine","грудная клетка","pecho","peito",NULL
393,4,"feather","plume","перо","pluma","pena",NULL
392,4,"wing","aile","крыло","ala","asa",NULL
380,4,"toe","orteil, doigt de pied","палец (ноги)","dedo del pie","dedo do pé",NULL
374,4,"footprint","empreinte du pied","след (ноги)","huella","pegada",NULL
372,4,"heel","talon","пятка","talón","calcanhar",NULL
371,4,"ankle","cheville","лодыжка","tobillo","tornozelo",NULL
370,4,"foot","pied","ступня","pie","pé",NULL
360,4,"knee","genou","колено","rodilla","joelho",NULL
352,4,"calf of leg","mollet","икра ноги","pantorrilla","barriga da perna",NULL
351,4,"thigh","cuisse","бедро","muslo","coxa",NULL
350,4,"leg","jambe","нога","pierna, pata","perna",NULL
345,4,"claw","griffe","коготь","garra","garra",NULL
344,4,"fingernail","ongle","ноготь","uña","unha",NULL
342,4,"thumb","pouce","большой палец","pulgar","polegar",NULL
340,4,"finger","doigt","палец (рука)","dedo","dedo",NULL
331,4,"palm of hand","paume","ладонь","palma de la mano","palma de mão",NULL
330,4,"hand","main","кисть","mano","mão",NULL
321,4,"wrist","poignet","запястье","muñeca","pulso",NULL
320,4,"elbow","coude","локоть","codo","cotovelo",NULL
312,4,"armpit","aisselle","подмышка","sobaco, axila","axila, sovaco",NULL
310,4,"arm","bras","рука","brazo","braço",NULL
302,4,"collarbone","clavicule","ключица","clavícula","clavícula",NULL
301,4,"shoulderblade","omoplate","лопатка","escápula, omóplato","omoplata",NULL
300,4,"shoulder","épaule","плечо","hombro","ombro",NULL
290,4,"throat","gorge","горло, глотка","garganta","garganta",NULL
281,4,"nape of neck","nuque","затылок","nuca","nuca",NULL
280,4,"neck","cou","шея","cuello","pescoço",NULL
272,4,"molartooth","molaire","коренной зуб","molar, muela","molar",NULL
270,4,"tooth","dent","зуб","diente","dente",NULL
271,4,"gums","gencives","десны","encías","gengiva",NULL
260,4,"tongue","langue","язык","lengua","língua",NULL
250,4,"lip","lèvre","губа","labio","lábio",NULL
241,4,"beak","bec","клюв","pico","bico",NULL
240,4,"mouth","bouche","рот","boca","boca",NULL
232,4,"mucus (nasal)","morve, mucus","слизь, сопля","moco","muco",NULL
231,4,"nostril","narine","ноздря","ventana de la nariz","narina",NULL
230,4,"nose","nez","нос","nariz","nariz",NULL
222,4,"earwax","cèrumen, cire (d'oreille)","ушная сера","cerumen","cerume, cera",NULL
221,4,"earlobe","lobe de l'oreille","мочка уха","lóbulo (de oreja)","lóbulo",NULL
220,4,"ear","oreille","ухо","oreja","orelha",NULL
215,4,"blink","cligner (de l'oeil)","щуриться","parpadear","pestanejar",NULL
214,4,"eyelash","cil","ресница","pestaña","pestana, cílio",NULL
213,4,"eyelid","paupière","веко","párpado","pálpebra",NULL
212,4,"eyebrow","sourcil","бровь","ceja","sobrancelha",NULL
210,4,"eye","oeil","глаз","ojo","olho",NULL
208,4,"cheek","joue","щека","mejilla","bochecha",NULL
209,4,"chin","menton","подбородок","mentón, barbilla","queixo",NULL
205,4,"forehead","front","лоб","frente","testa, fronte",NULL
207,4,"jaw","machoire","челюсть","mandíbula","maxila",NULL
204,4,"face","visage","лицо","cara","rosto",NULL
203,4,"brain","cerveau","мозг(и)","cerebro, sesos","cérebro, miolos",NULL
201,4,"side of head, temple","tempe","висок","sien","fonte, têmpora",NULL
202,4,"skull","crâne","череп","cráneo, calavera","crânio, caveira",NULL
200,4,"head","tête","голова","cabeza","cabeça",NULL
191,4,"spine","épine dorsale, colonne vertébrale","спинной хребет, позвоночник","espinazo, espina dorsal","espinha dorsal",NULL
190,4,"back","dos","спина","espalda","costas",NULL
180,4,"tail","queue","хвост","cola","cauda, rabo",NULL
170,4,"horn","corne","рог","cuerno","chifre, corno",NULL
162,4,"rib","côte","ребро","costilla","costela",NULL
160,4,"bone","os","кость","hueso","osso",NULL
151,4,"vein, artery","veine, artère","вена, артерия","vena, arteria","veia, artéria",NULL
150,4,"blood","sang","кровь","sangre","sangue",NULL
146,4,"dandruff","pellicule","перхоть","caspa","caspa",NULL
145,4,"pubic hair","poil pubien","волос (лобковый)","pelo púbico","pêlo púbico",NULL
144,4,"body hair","poil","волос (на теле)","vello (del cuerpo)","cabelo, pêlo",NULL
142,4,"beard","barbe","борода","barba","barba",NULL
140,4,"hair (head)","cheveu","волос (на голове)","cabello, pelo","cabelo",NULL
130,4,"flesh","chair","тело, плоть","carne","carne",NULL
120,4,"skin, hide","peau","кожа, шкура","piel, cutis, pellejo","pele, couro",NULL
110,4,"body","corps","тело","cuerpo","corpo",NULL
980,3,"turtle","tortue","черепаха","tortuga","tartaruga",NULL
970,3,"crocodile, alligator","crocodile","крокодил","cocodrilo, caimán","jacaré",NULL
960,3,"lizard","lézard","ящерица","lagartija","lagarto",NULL
950,3,"frog","grenouille","лягушка","rana","rã",NULL
940,3,"snail","escargot","улитка","caracol","caracol",NULL
930,3,"grasshopper","sauterelle","кузнечик","saltamontes","gafanhoto",NULL
920,3,"butterfly","papillon","бабочка","mariposa","borboleta",NULL
910,3,"firefly","verluisant, luciole","светляк, светлячок","luciérnaga","pirilampo, vaga-lume",NULL
850,3,"snake","serpent, couleuvre","змея","culebra, serpiente","cobra",NULL
840,3,"worm","ver de terre","червяк, червь","lombriz, gusano","verme, lombriga",NULL
832,3,"mosquito","moustique","москит (тропический комар)","mosquito","mosquito",NULL
831,3,"sandfly (midge), gnat","moustique, moucheron","комар","jején","mosquito",NULL
830,3,"fly","mouche","муха","mosca","mosca",NULL
823,3,"wasp","guêpe","оса","avispa","vespa",NULL
822,3,"beehive","ruche","улей","colmena","colmeia",NULL
821,3,"beeswax","cire","воск","cera de abeja","cera",NULL
820,3,"bee","abeille","пчела","abeja","abelha",NULL
819,3,"spider web","toile d'araignée","паутина","telaraña","teia de aranha",NULL
818,3,"spider","araignée","паук","araña","aranha",NULL
817,3,"ant","fourmi","муравей","hormiga","formiga",NULL
816,3,"cockroach","cafard, cancrelat","таракан","cucaracha","barata",NULL
815,3,"scorpion","scorpion","скорпион","alacrán","escorpião",NULL
814,3,"centipede","mille-pattes","многоножка, сороконожка","ciempiés","centopeia",NULL
813,3,"flea","puce","блоха","pulga","pulga",NULL
812,3,"nit (louse egg)","lente","гнида","liendre","lêndea",NULL
811,3,"louse","pou","вошь","piojo","piolho",NULL
810,3,"insect","insecte","насекомое","insecto","inseto",NULL
780,3,"camel","chameau","верблюд","camello","camelo",NULL
770,3,"elephant","éléphant","слон","elefante","elefante",NULL
760,3,"monkey","singe","обезьяна","mono","macaco",NULL
750,3,"deer","daim, cerf, chevreuil","олень, лань","venado, ciervo/a","veado",NULL
740,3,"fox","renard","лиса, лисица","zorro","raposa",NULL
730,3,"bear","ours","медведь","oso","urso",NULL
720,3,"lion","lion","лев","león","leão",NULL
710,3,"wolf","loup","волк","lobo","lobo",NULL
665,3,"freshwater eel","anguille d'eau douce","пресноводный угорь","anguila de agua dulce","enguia",NULL
664,3,"stingray","raie, pastenague","скат, морской кот","raya, pastinaca","raia, arraia",NULL
663,3,"whale","baleine","кит","ballena","baleia",NULL
662,3,"porpoise, dolphin","marsouin, dauphin","морская свинья, дельфин","delfín","delfim, golfinho",NULL
661,3,"shark","requin","акула","tiburón","tubarão",NULL
655,3,"shell","coquille, coquillage","ракушка","valva","concha",NULL
654,3,"gill","ouïes","жабры","agalla","guelra, brânquia",NULL
653,3,"fishscale","écaille","(рыбья) чешуя","escama","escama",NULL
652,3,"fin (dorsal)","nageoire","плавник","aleta","barbatana",NULL
650,3,"fish","poisson","рыба","pez, pescado","peixe",NULL
630,3,"mouse, rat","souris, rat","мышь, крыса","ratón, rata","rato, camundongo, ratinho",NULL
622,3,"opossum","opossum","опоссум","zarigüeya","sarigüê, gambá",NULL
620,3,"cat","chat","кот","gato","gato",NULL
614,3,"rabbit","lapin","кролик","conejo","coelho",NULL
610,3,"dog","chien","собака, пес","perro","cão, cachorro",NULL
594,3,"dove","colombe","голубь, голубка","paloma","pomba",NULL
596,3,"owl","hibou","сова, филин","lechuza, buho","mocho, coruja",NULL
593,3,"crow","corbeau","ворона","cuervo","corvo",NULL
592,3,"parrot","perroquet","попугай","loro","papagaio",NULL
591,3,"bat","chauve-souris","летучая мышь","murciélago","morcego",NULL
586,3,"vulture","vautour","гриф","buitre","urubu, abutre",NULL
585,3,"hawk","faucon","ястреб, сокол","gavilán, halcón","falcão",NULL
584,3,"eagle","aigle","орел","águila","águia",NULL
582,3,"seagull","mouette","чайка","gaviota","gaivota",NULL
583,3,"heron","héron","цапля (больш. птица)","garza","garça",NULL
581,3,"bird","oiseau","птица","pájaro, ave","pássaro, ave",NULL
580,3,"nest","nid","гнездо","nido","ninho",NULL
570,3,"duck","canard","утка","pato, ánade","pato",NULL
560,3,"goose","oie","гусь","ganso","ganso",NULL
550,3,"chicken","poulet","цыпленок","pollo","frango",NULL
540,3,"hen","poule","курица","gallina","galinha",NULL
520,3,"cock, rooster","coq","петух","gallo","galo",NULL
470,3,"mule","mulet","мул","mulo","mulo/mula",NULL
500,3,"fowl","volaille","домашняя птица","ave (de corral)","ave",NULL
460,3,"ass, donkey","âne","осел","asno, burro","asno, burro",NULL
450,3,"foal, colt","poulain","жеребенок","potro, potrillo","potro",NULL
440,3,"mare","jument","кобыла","yegua","égua",NULL
420,3,"stallion","étalon","жеребец","caballo padre, semental","garanhão",NULL
410,3,"horse (equine)","cheval","лошадь, конь","caballo","cavalo",NULL
380,3,"kid","chevreau","козленок","cabrito","cabrito",NULL
370,3,"he-goat","bouc","козел","chivo, macho cabrío","bode",NULL
360,3,"goat","chèvre","коза","cabra","cabra",NULL
350,3,"pig","porc, cochon","свинья","cerdo, puerco","porco",NULL
340,3,"sow","truie","свинья, свиноматка","puerca, cochina, cerda","porca",NULL
320,3,"boar","sanglier","кабан, хряк","jabalí","barrão/ varrão",NULL
290,3,"lamb","agneau","ягненок","borrego, cordero","cordeiro",NULL
280,3,"ewe","brebis","овца","oveja","ovelha",NULL
260,3,"ram","bélier","баран","carnero, morueco","carneiro",NULL
250,3,"sheep","mouton","овца, баран","oveja","ovelha",NULL
240,3,"calf","veau","теленок","becerro, ternero","bezerro",NULL
230,3,"cow","vache","корова","vaca","vaca",NULL
220,3,"ox","boeuf","вол","buey","boi",NULL
210,3,"bull","taureau","бык","toro","touro",NULL
200,3,"cattle (bovine)","bétail","крупный рогатый скот","ganado","gado",NULL
190,3,"stable, stall","étable, écurie","конюшня, стойло","establo","cocheira, estábulo",NULL
180,3,"herdsman","bouvier, berger, pâtre","пастух","pastor, vaquero","pastor",NULL
